parkCode,states,fullName,designation,latitude,longitude,latLong,fee_usd,fee_type,fee_description
maac,ME,Maine Acadian Culture,,47.25102114,-68.59447532,"lat:47.25102114, long:-68.59447532",0.0,Entrance Fee,"Because there is no federal Maine Acadian Culture site, there is no fee. However, many of the individual attractions in the St. John Valley charge a fee."
roca,ME,Roosevelt Campobello International Park,International Park,44.8736,-66.9621,"lat:44.8736, long:-66.9621",0.0,Entrance Fee,There is no admission fee for the park.
sacr,ME,Saint Croix Island International Historic Site,International Historic Site,45.12858838,-67.13363651,"lat:45.12858838, long:-67.13363651",0.0,Saint Croix Entrance Fee,There is no cost for visitors to enter Saint Croix Island International Historic Site.
isro,MI,Isle Royale National Park,National Park,48.01145819,-88.82780657,"lat:48.01145819, long:-88.82780657",7.0,Isle Royale Entrance Fee,"The daily entrance fee is  $7 per person. It is charged to enter or remain within the park per calendar day (it includes the day you arrive and the day you depart the park). Pay this fee after your transportation reservations have been confirmed. 

All Federal Recreation Passes (Annual, Senior, Access, Military) are honored. Entrance fees will be waived for the pass holder and up to 3 adults traveling with the pass holder.

Children ages 15 and under are exempt from paying entrance fees."
kewe,MI,Keweenaw National Historical Park,National Historical Park,47.1792308,-88.52275344,"lat:47.1792308, long:-88.52275344",0.0,No Entrance Fees,Keweenaw National Historical Park has no entrance fees. Exploring the Calumet Visitor Center is also free. Some of our Heritage Sites may charge a fee or request a donation. Contact a specific site for more information:
noco,"MI,MN,ND,NY,OH,PA,VT,WI",North Country National Scenic Trail,National Scenic Trail,46.334400743,-90.8165630499,"lat:46.334400743, long:-90.8165630499",0.0,Fees,"No fees are charged for hiking on the trail but fees may be required for parking, camping, or entrance at various sections along the trail. http://www.nps.gov/noco/planyourvisit/fees.htm"
piro,MI,Pictured Rocks National Lakeshore,National Lakeshore,46.56435642,-86.31628733,"lat:46.56435642, long:-86.31628733",0.0,Pictured Rocks Entrance Fees,"Effective March 1, 2022, all Pictured Rocks National Lake visitors are required to have and display a park entrance pass. For more information and where to buy your park pass, visit our Fees & Passes page: https://www.nps.gov/piro/planyourvisit/fees.htm"
piro,MI,Pictured Rocks National Lakeshore,National Lakeshore,46.56435642,-86.31628733,"lat:46.56435642, long:-86.31628733",10.0,Private Vehicle - $10.00,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants. Valid for 7 days. If a vehicle pass is purchased, no other pass is necessary.
New entrance fee as of March 1, 2022"
piro,MI,Pictured Rocks National Lakeshore,National Lakeshore,46.56435642,-86.31628733,"lat:46.56435642, long:-86.31628733",10.0,Motorcycle or Snowmobile - $10.00,"Admits one or two passengers on a private, non-commercial motorcycle or snowmobile. Valid for 7 continuous days.

New entrance fee as of March 1, 2022"
piro,MI,Pictured Rocks National Lakeshore,National Lakeshore,46.56435642,-86.31628733,"lat:46.56435642, long:-86.31628733",5.0,"Per Person: walk, bike or boat in - $5.00","Admits one individual with no car (bicyclist, walker, boat). Youth 15 and under are admitted free of charge. Valid for 7 continuous days.

Effective March 1, 2022"
rira,MI,River Raisin National Battlefield Park,National Battlefield Park,41.91291085,-83.37620464,"lat:41.91291085, long:-83.37620464",0.0,River Raisin National Battlefield Park Entrance Fee,"Admittance to all indoor and outdoor areas of the Park are Free. There is no charge to view our new Park Film ""The Untold Legacy of the River Raisin in our new state of the art theater."
slbe,MI,Sleeping Bear Dunes National Lakeshore,National Lakeshore,44.92844962,-86.02706591,"lat:44.92844962, long:-86.02706591",25.0,Park Entrance Pass,Per private vehicle (valid for 1-7 days from date of purchase)
slbe,MI,Sleeping Bear Dunes National Lakeshore,National Lakeshore,44.92844962,-86.02706591,"lat:44.92844962, long:-86.02706591",20.0,Park Entrance Pass - Motorcycle,Per motorcycle (valid for 1-7 days from date of purchase)
slbe,MI,Sleeping Bear Dunes National Lakeshore,National Lakeshore,44.92844962,-86.02706591,"lat:44.92844962, long:-86.02706591",15.0,Per Person Entrance Pass,"Visitors 16 years of age or older who enter on foot, bicycle, or as part of an organized group not involved in a commercial tour."
grpo,MN,Grand Portage National Monument,National Monument,47.99294217,-89.75573031,"lat:47.99294217, long:-89.75573031",0.0,Grand Portage National Monument is fee free.,"Grand Portage National Monument is fee free.  This includes visiting the Heritage (visitor) Center and the historic depot (Great Hall, Kitchen, Canoe Warehouse, Gatehouse, stockade, and picnic grounds).

Camping at Fort Charlotte requires a free camping reservation for the two back country campsites.  To preserve the campsites, no more than nine campers may occupy a campsite at one time."
miss,MN,Mississippi National River & Recreation Area,National River & Recreation Area,44.942487,-93.098712,"lat:44.942487, long:-93.098712",0.0,Fees,"We do not charge any fees for entrance.  Please note:  Our visitor center locations do not sell the Senior, Annual, or Annual Senior Passes at this time."
pipe,MN,Pipestone National Monument,National Monument,44.01351958,-96.32475523,"lat:44.01351958, long:-96.32475523",0.0,Pipestone National Monument Entrance Fee Temporarily Suspended,"Pipestone National Monument has temporarily suspended entrance fees until the program can be further evaluated.

Visitors can access the Circle Trail, which leads to several points of interest around the park, and the Visitor Center, which includes a 22-minute film, museum, exhibits, and seasonal carving demonstrations."
sacn,"WI,MN",Saint Croix National Scenic Riverway,National Scenic Riverway,45.70019235,-92.36126685,"lat:45.70019235, long:-92.36126685",0.0,St. Croix National Scenic Riverway,"Free entrance to national park visitor centers. Free entrance to national park facilities and lands. There may be charges to enter state, county, and private lands within the boundaries of the Riverway."
voya,MN,Voyageurs National Park,National Park,48.48370609,-92.8382913,"lat:48.48370609, long:-92.8382913",0.0,Voyageurs Entrance Fee,No entrance fees associated with this park.  Camping amenity fees are separate fees.
jeff,MO,Gateway Arch National Park,National Park,38.6258069,-90.1892508,"lat:38.6258069, long:-90.1892508",3.0,Gateway Arch Entrance Fee,"The entrance fee is $3.00 per person. Entry is free for children under 16 and America the Beautiful pass holders. The tram ride, movie and riverboat cruises are an additional fee for adults and children.
Admission to the Museum Under the Gateway Arch is free."
gwca,MO,George Washington Carver National Monument,National Monument,36.9871322,-94.35522737,"lat:36.9871322, long:-94.35522737",0.0,No Entrance Fee,The park is free of admission charge.
hstr,MO,Harry S Truman National Historic Site,National Historic Site,38.92711967,-94.5162488,"lat:38.92711967, long:-94.5162488",0.0,Entrance Fee - Free!,"Everyone touring the Truman home, including children, must have a ticket.  Tours of the Truman Home are maximum 8 persons, no exceptions.

All tickets are issued same day, first come, first served."
ozar,MO,Ozark National Scenic Riverways,National Scenic Riverways,37.13968894,-91.25709817,"lat:37.13968894, long:-91.25709817",0.0,Park entrance fee,There is no entrance fee at Ozark National Scenic Riverways.
stge,MO,Ste. Geneviève National Historical Park,National Historical Park,37.9792171421179,-90.0432157516479,"lat:37.9792171421179, long:-90.0432157516479",0.0,Entrance Fees,There is no entrance fee to visit Ste. Genevieve National Historical Park.
ulsg,MO,Ulysses S Grant National Historic Site,National Historic Site,38.55182374,-90.35169255,"lat:38.55182374, long:-90.35169255",0.0,No Entrance Fee for Visitor Center or Historic House,Entry to Ulysses S. Grant National Historic Site is free.
wicr,MO,Wilson's Creek National Battlefield,National Battlefield,37.1000127,-93.40986704,"lat:37.1000127, long:-93.40986704",10.0,Individual entrance (walking or bicycling),"Individual entrance is anyone walking or bicycling into the park and would be subject to paying an individual entrance to the park. Receipt is good for 7 days at Wilson's Creek National Battlefield.























Entrance Fees Will Resume May 29th, 2021. When collected, fee is $10.00 for an adult walking or bicycling into the park. An adult is anyone 16 and older. Children 15 and under are free. Receipt is good for 7 days at Wilson’s Creek National Battlefield."
wicr,MO,Wilson's Creek National Battlefield,National Battlefield,37.1000127,-93.40986704,"lat:37.1000127, long:-93.40986704",20.0,Vehicle entrance (non-commercial),Vehicle entrance fee is $20.00 (covers everyone in a non-commercial vehicle). Receipt is good for 7 days at Wilson’s Creek National Battlefield.
wicr,MO,Wilson's Creek National Battlefield,National Battlefield,37.1000127,-93.40986704,"lat:37.1000127, long:-93.40986704",15.0,Motorcycle entrance,Motorcycle entrance fee is $15.00 per motorcycle. Receipt is good for 7 days at Wilson’s Creek National Battlefield.
brcr,MS,Brices Cross Roads National Battlefield Site,National Battlefield Site,34.50611958,-88.72889343,"lat:34.50611958, long:-88.72889343",0.0,No entrance fee,"Brice's Cross Roads National Battlefield Site is free.

The Mississippi’s Last Stands Visitor and Interpretive Center is open 9 a.m. -5 p.m. Tuesday-Saturday. Admission is $5 for adults and $2 for children under 12 years old. Group rates are available."
memy,MS,Medgar and Myrlie Evers Home National Monument,National Monument,32.34096274,-90.21264553,"lat:32.34096274, long:-90.21264553",0.0,Park Entrance Fee,"There are no fees associated with Medgar and Myrlie Evers Home National Monument.

Mississippi Civil Rights Museum does charge an admission fee to view exhibits."
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",10.0,Melrose Mansion Guided Tour Fee - Adults age 18 and above,This per person fee is for a ranger guided tour of the Melrose mansion.  The tour is approximately 30 minutes long.
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",0.0,Melrose Mansion Guided Tour Fee - 17 and under,Students and children 17 and under can take the ranger guided tour of the Melrose mansion for no cost.
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",0.0,Melrose Mansion Guided Tour Fee - Educational/School Groups,Educational/School groups that have applied for and been approved for a fee waiver will not be charged for the ranger guided tour of the Melrose mansion.
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",0.0,"Entrance to Melrose Grounds, Formal Gardens & Outbuildings","Self-guided tours of the Melrose estate grounds, formal gardens, and outbuildings are free of charge."
natc,MS,Natchez National Historical Park,National Historical Park,31.54697621,-91.39040665,"lat:31.54697621, long:-91.39040665",0.0,Entrance to the William Johnson House Site,The self-guided tour of the William Johnson House is free of charge.
shil,"TN,MS",Shiloh National Military Park,National Military Park,35.13850907,-88.3421072,"lat:35.13850907, long:-88.3421072",0.0,Shiloh National Military Park Entrance Fee,"Entrance to the park, visitor centers, and view park films"
tupe,MS,Tupelo National Battlefield,National Battlefield,34.25557705,-88.73708623,"lat:34.25557705, long:-88.73708623",0.0,No entrance fee,There are no fees to visit Tupelo National Battlefield. Enjoy your visit!
biho,MT,Big Hole National Battlefield,National Battlefield,45.64647324,-113.6458443,"lat:45.64647324, long:-113.6458443",0.0,Entrance Fees,Big Hole is fee free!
bica,"MT,WY",Bighorn Canyon National Recreation Area,National Recreation Area,45.13154227,-108.1443943,"lat:45.13154227, long:-108.1443943",0.0,Fee Free Entrance,Access to the Bighorn Canyon NRA is not gated and there is no access fee.
fous,"MT,ND",Fort Union Trading Post National Historic Site,National Historic Site,48.00075828,-104.0375238,"lat:48.00075828, long:-104.0375238",0.0,Free Entrance to Fort Union Trading Post NHS,There is no fee to enter Fort Union Trading Post National Historic Site - Enjoy your visit!
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",35.0,Entrance Fee by private vehicle - 7 day permit (summer),"This is a entrance fee for all persons traveling in a single, private, non-commercial vehicle (car/truck/van). The permit is non-transferable. Visitors can enter the park at any time, if the entrance station is not staffed, a self-registration area is available for purchasing a 7-day park permit."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",20.0,Entrance Fee by single entry (summer),"This is a per person entrance fee for a visitor traveling on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. The permit is non-transferable."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",30.0,Entrance Fee by motorcycle,This is a per motorcycle entrance fee. The permit is non-transferable.
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",2.0,Going-to-the-Sun Road Entry Reservation Ticket,"Glacier National Park has instituted an online vehicle reservation system for the Going-to-the-Sun Road corridor between the park's Camas, West, and St. Mary Entrances from May 27 to September 11, 2022."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",25.0,Entrance Fee by private vehicle - 7 day permit (winter),"This is a entrance fee for all persons traveling in a single, private, non-commercial vehicle (car/truck/van). The permit is non-transferable. Visitors can enter the park at any time, if the entrance station is not staffed, a self-registration area is available for purchasing a 7-day park permit.

The winter rate is charged from November 1 to April 30."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",15.0,Entrance fee by single entry (winter),"This is a per person entrance fee for a visitor traveling on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. The permit is non-transferable.

The winter rate is charged from November 1 to April 30."
glac,MT,Glacier National Park,National Park,48.68414678,-113.8009306,"lat:48.68414678, long:-113.8009306",20.0,Entry Fee by motorcycle (winter),"This is a per motorcycle entrance fee. The permit is non-transferable.

The winter rate is charged from November 1 to April 30."
grko,MT,Grant-Kohrs Ranch National Historic Site,National Historic Site,46.41358923,-112.7467024,"lat:46.41358923, long:-112.7467024",0.0,Entrance Fees,Grant-Kohrs Ranch is a fee-free site.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",15.0,Individual Entrance Fee,For individuals on foot or riding a motorcycle or bicycling into the battlefield.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",25.0,Private Vehicle Entrance Fee,This fee applies to each private vehicle entering Little Bighorn Battlefield National Monument.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",25.0,Commercial Sedan Entrance Fee (1-6),This fee applies to a commercial sedan that seats 1-6 people.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",40.0,Commercial Van / Mini-Bus Entrance Fee (7-25),This fee applies to a commercial van or mini-bus that seats 7-15 people.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",100.0,Commercial Bus Entrance Fee (regardless of occupancy),This fee applies to a commercial bus that seats more than 15 people.
libi,MT,Little Bighorn Battlefield National Monument,National Monument,45.55633048,-107.4183614,"lat:45.55633048, long:-107.4183614",20.0,Motorcycle Entrance Fee,For individuals on motorcycles entering into the battlefield.
blri,"NC,VA",Blue Ridge Parkway,Parkway,35.5657195274,-82.486484587,"lat:35.5657195274, long:-82.486484587",0.0,No entrance fee,Driving the parkway is free.
caha,NC,Cape Hatteras National Seashore,National Seashore,35.41370839,-75.65061112,"lat:35.41370839, long:-75.65061112",0.0,Park Entrance,There is no fee to enjoy the grounds of Cape Hatteras National Seashore.
calo,NC,Cape Lookout National Seashore,National Seashore,34.8267961,-76.34319082,"lat:34.8267961, long:-76.34319082",0.0,Cape Lookout Entrance Fee,There is no charge for coming to Cape Lookout National Seashore.  The Harkers Island Visitor Center and the Beaufort Visitor Information Center can be reached by car.  All other locations require a trip by ferry.  There is a charge for the ferry. Contact the ferry company for costs and schedules.
carl,NC,Carl Sandburg Home National Historic Site,National Historic Site,35.26815509,-82.45106258,"lat:35.26815509, long:-82.45106258",0.0,Entrance Fee,"There is no fee to enter the park to hike the trails, enjoy the grounds or visit the barn and bookstore.  Start your visit in the ground floor of the Sandburg Home for information, house tour tickets, videos and more."
carl,NC,Carl Sandburg Home National Historic Site,National Historic Site,35.26815509,-82.45106258,"lat:35.26815509, long:-82.45106258",0.0,House Tour Fee - Adults age 16-61,"Online house tour reservations available at https://www.recreation.gov/ticket/facility/300005
Tours free until further notice ($1/ticket service fee for online reservations.)"
carl,NC,Carl Sandburg Home National Historic Site,National Historic Site,35.26815509,-82.45106258,"lat:35.26815509, long:-82.45106258",0.0,"House Tour Fee - Adults age 62 and older, and all interagency pass holders","Online house tour reservations available at https://www.recreation.gov/ticket/facility/300005
Tours free until further notice ($1/ticket service fee for online reservations.)"
carl,NC,Carl Sandburg Home National Historic Site,National Historic Site,35.26815509,-82.45106258,"lat:35.26815509, long:-82.45106258",0.0,House Tour Fee - Children age 15 and under,"Online house tour reservations available at https://www.recreation.gov/ticket/facility/300005.
Child reservations online will incur $1.00 processing fee.  Day-of-tour walk up child tickets are free."
fora,NC,Fort Raleigh National Historic Site,National Historic Site,35.93278602,-75.71496865,"lat:35.93278602, long:-75.71496865",0.0,Free Entrance,There is no entrance fee collected at Fort Raleigh National Historic Site.
grsm,"NC,TN",Great Smoky Mountains National Park,National Park,35.60116374,-83.50818326,"lat:35.60116374, long:-83.50818326",5.0,Parking Tag,"Valid parking tags will be required for any vehicles parking in the Smokies starting March 1, 2023. Parking tags will not be required for motorists who pass through the area or who park for less than 15 minutes. Each tag will be valid for a single vehicle. Parking tags will be available for purchase both online and onsite. Three tag durations will be available for purchase for all vehicle sizes and types:
Daily - $5
Up to 7 Days - $15
Annual - $40"
guco,NC,Guilford Courthouse National Military Park,National Military Park,36.13225478,-79.8424561,"lat:36.13225478, long:-79.8424561",0.0,No Fees,No Fees
mocr,NC,Moores Creek National Battlefield,National Battlefield,34.45820776,-78.11031134,"lat:34.45820776, long:-78.11031134",0.0,No Entrance Fees,Free Admission
ovvi,"NC,SC,TN,VA",Overmountain Victory National Historic Trail,National Historic Trail,35.14044,-81.377,"lat:35.14044, long:-81.377",0.0,Entrance Fee,Free
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",10.0,Adult,"The fee allows entrance to Wright Brothers National Memorial for one person, 16 years old or older, for seven consecutive days from the date of purchase."
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",0.0,Children,Free admission to Wright Brothers National Memorial for any person 15 years old and younger.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",25.0,Commercial Sedan,"For commercial vehicles with seating capacity of 1-6 passengers, the cost is $25 + $7/person. Federal passes are not applicable for commercial tour fees."
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",40.0,Commercial Van/Small Bus,For commercial van or small bus with seating capacity of 7-25 passengers. Federal passes are not applicable for commercial tour fees.
wrbr,NC,Wright Brothers National Memorial,National Memorial,36.01637713,-75.66997163,"lat:36.01637713, long:-75.66997163",100.0,Commercial Motorcoach,For commercial motorcoach with seating capacity of 26+ passengers. Federal passes are not applicable for commercial tour fees.
knri,ND,Knife River Indian Villages National Historic Site,National Historic Site,47.3540219,-101.3860533,"lat:47.3540219, long:-101.3860533",0.0,Knife River Indian Villages NHS Entrance Fee,Park has no entrance fee.
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",30.0,Vehicle Entrance Fee,"Entrance to all units of Theodore Roosevelt National Park for one private, non-commercial vehicle and its occupants for 7 days."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",25.0,Motorcycle Entrance Fee,Entrance to all units of Theodore Roosevelt National Park for one motorcycle and its riders for 7 days.
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",15.0,Non-motorized Individual Entrance Fee,"Per-person fee grants access for individuals on foot, bicycle, or horseback to all units of Theodore Roosevelt National Park for 7 days."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",25.0,Commercial Vehicle 1-6 Passenger Capacity,"Entrance to all units of Theodore Roosevelt National Park for one 1-6 passenger capacity commercial vehicle and its occupants for 7 days. 

**Additional fee of $15 per person in addition to the $25 Commercial Vehicle fee."
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",50.0,Commercial Vehicle 7-15 Passenger Capacity,Entrance to all units of Theodore Roosevelt National Park for one 7-15 passenger capacity commercial vehicle and its occupants for 7 days.
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",60.0,Commercial Vehicle 16-25 Passenger Capacity,Entrance to all units of Theodore Roosevelt National Park for a 16-25 passenger capacity commercial vehicle and its occupants for 7 days.
thro,ND,Theodore Roosevelt National Park,National Park,47.17777274,-103.4300083,"lat:47.17777274, long:-103.4300083",150.0,Commercial Vehicle 25+ Passenger Capacity,Entrance to all units of Theodore Roosevelt National Park for one 25+ passenger capacity commercial vehicle and its occupants for 7 days.
agfo,NE,Agate Fossil Beds National Monument,National Monument,42.42170419,-103.753886,"lat:42.42170419, long:-103.753886",0.0,Admission is free.,There is no fee for the visitor center or trails at Agate Fossil Beds National Monument.
home,NE,Homestead National Historical Park,National Historical Park,40.28802381,-96.83387781,"lat:40.28802381, long:-96.83387781",0.0,No Fees to Visit,"All trails, visitor centers, historic structures, ranger programs and events"
mnrr,"SD,NE",Missouri National Recreational River,National Recreational River,42.7882189,-97.59077822,"lat:42.7882189, long:-97.59077822",0.0,Entrance Fee,"There are no entrance fees to visit this National Park nor is a fee to visit the Lewis and Clark Visitor Center adjacent to Gavins Point Dam. However, our state park partners do charge."
niob,NE,Niobrara National Scenic River,National Scenic River,42.79413083,-99.91870646,"lat:42.79413083, long:-99.91870646",0.0,Niobrara NSR Entrance Fees,"There are no fees to enter the Niobrara NSR. However, because the NPS does not own the land along the river, individual sites and private landowners may charge a fee."
scbl,NE,Scotts Bluff National Monument,National Monument,41.83464193,-103.7071351,"lat:41.83464193, long:-103.7071351",0.0,Entrance Fee,No entrance fees are charged at Scotts Bluff National Monument.
saga,NH,Saint-Gaudens National Historical Park,National Historical Park,43.4997238,-72.37333969,"lat:43.4997238, long:-72.37333969",10.0,Entrance Fee - Per Person,"Fee collection for access to the historic zone has resumed and will ONLY utilize the online service- recreation.gov

The entrance fee to the park is $10.00 for adults 16 years of age and older; children 15 and younger are free. The entrance fee provides the visitor with a 7-day entrance permit to the site. It is strongly suggested that visitors print their passes for Saint-Gaudens or save them on their mobile device prior to visiting. Connectivity onsite is limited."
dewa,"NJ,PA",Delaware Water Gap National Recreation Area,National Recreation Area,41.12793491,-74.94751173,"lat:41.12793491, long:-74.94751173",0.0,Park Entrance Fee,The Park does does not charge an entrance fee but does have expanded amenity fees.
dewa,"NJ,PA",Delaware Water Gap National Recreation Area,National Recreation Area,41.12793491,-74.94751173,"lat:41.12793491, long:-74.94751173",45.0,Park Vehicle Season Pass,"We have season passes for $45.00 that are good for one vehicle only in this park only (DEWA); a 2nd pass for vehicles registered to same address is $25.00; a 3rd pass for vehicles registered to same address is $12.50, and 4th pass for vehicles registered to same address is $6.25. Senior and Accessible fees are 1/2 price of season passes."
dewa,"NJ,PA",Delaware Water Gap National Recreation Area,National Recreation Area,41.12793491,-74.94751173,"lat:41.12793491, long:-74.94751173",10.0,Vehicle Expanded amenity fee,"Expanded amenity fees are collected at Smithfield Beach, Milford Beach, Bushkill Access, in Dingmans Access in PA and Turtle Beach and Watergate in NJ.

Daily fees are per vehicle for up to 7 adult occupants. Any additional adults are $2.00 per person. We do not charge for children 15 and younger."
dewa,"NJ,PA",Delaware Water Gap National Recreation Area,National Recreation Area,41.12793491,-74.94751173,"lat:41.12793491, long:-74.94751173",2.0,Bicycle expanded amenity fee,"Expanded amenity fees are collected at Smithfield Beach, Milford Beach, Bushkill Access, in Dingmans Access in PA and Turtle Beach and Watergate in NJ.

Those who walk or bicycle in to use the beaches are charged a fee."
dewa,"NJ,PA",Delaware Water Gap National Recreation Area,National Recreation Area,41.12793491,-74.94751173,"lat:41.12793491, long:-74.94751173",2.0,Pedestrian expanded amenity fee,"Expanded amenity fees are collected at Smithfield Beach, Milford Beach, Bushkill Access, in Dingmans Access in PA and Turtle Beach and Watergate in NJ.

Those who walk in to use the beaches are charged a fee."
elis,"NJ,NY",Ellis Island Part of Statue of Liberty National Monument,Part of Statue of Liberty National Monument,40.69946,-74.0401,"lat:40.69946, long:-74.0401",0.0,No Entrance Fee,There is no entrance fee. All visitors must purchase ferry tickets through Statue Cruises (1-877-LADYTIX (877-523-9849) or at statuecruises.com). Please note that the Hard Hat Tour requires advanced reservations also through Statue Cruises. Please visit our 'Plan Your Visit' page for additional information.
gate,"NY,NJ",Gateway National Recreation Area,National Recreation Area,40.56536246,-73.9171087,"lat:40.56536246, long:-73.9171087",20.0,Gateway Parking fees- Sandy Hook daily,"Gateway has no entrance fees, but charges parking fees from the Saturday before Memorial Day through Labor Day.  Access Pass holders and Senior Pass holders will receive a 50% discount off of parking fees."
gate,"NY,NJ",Gateway National Recreation Area,National Recreation Area,40.56536246,-73.9171087,"lat:40.56536246, long:-73.9171087",100.0,Gateway Parking Fees- Sandy Hook- Season,"Gateway has no entrance fees, but charges parking fees at Sandy Hook from the Saturday before Memorial Day through Labor Day.  Access Pass holders and Senior Pass holders will receive a 50% discount off of beach parking."
gate,"NY,NJ",Gateway National Recreation Area,National Recreation Area,40.56536246,-73.9171087,"lat:40.56536246, long:-73.9171087",20.0,Gateway Parking Fees- Jacob Riis Park daily,"Gateway has no entrance fees, but charges parking fees for Jacob Riis park from the Saturday before Memorial Day through Labor Day.  Access Pass holders and Senior Pass holders will receive a 50% discount off of beach parking."
gate,"NY,NJ",Gateway National Recreation Area,National Recreation Area,40.56536246,-73.9171087,"lat:40.56536246, long:-73.9171087",100.0,Gateway Parking Fees - Jamaica Bay- Season,"Gateway has no entrance fees, but charges for parking at Jacob Riis Park from the Saturday before Memorial Day through Labor Day.  Access Pass holders and Senior Pass holders will receive a 50% discount off of beach parking."
greg,NJ,Great Egg Harbor River,,39.3042,-74.6497,"lat:39.3042, long:-74.6497",0.0,Great Egg Harbor River Fees,"The Great Egg Harbor River is fee free. For details and information, visit, http://www.rivers.gov/rivers/great-egg-harbor.php."
lode,"PA,NJ",Lower Delaware National Wild and Scenic River,National Wild and Scenic River,40.4000389,-74.983737,"lat:40.4000389, long:-74.983737",0.0,Entrance Fees,"There are no fees associated with the Lower Delaware National Wild & Scenic River. However, there are private organizations operating near the river that may charge for their services."
morr,NJ,Morristown National Historical Park,National Historical Park,40.7650755,-74.53455122,"lat:40.7650755, long:-74.53455122",0.0,Fee-Free Site,"Morristown National Historical Park does not charge any fees for entrance, parking, tours or interpretive programs unless specifically noted."
pine,NJ,New Jersey Pinelands National Reserve,National Reserve,39.9384,-74.625,"lat:39.9384, long:-74.625",0.0,Pinelands Fees,Visiting the Pinelands National Reserve is fee free.
pagr,NJ,Paterson Great Falls National Historical Park,National Historical Park,40.91584645,-74.18021494,"lat:40.91584645, long:-74.18021494",0.0,No Fee,There is no fee to enter Paterson Great Falls National Historical Park
edis,NJ,Thomas Edison National Historical Park,National Historical Park,40.78549896,-74.23821139,"lat:40.78549896, long:-74.23821139",15.0,Thomas Edison NHP - Per Person Entrance Fee - Credit or Debit Card only.,"A per person entrance fee is charged for anyone 16 years of age and older. Anyone under 16 years of age is free. It is valid for seven days.  It admits the visitor to Edison's Laboratory buildings and grounds open to the public during their visit. 
Tickets for Glenmont:
Tickets for Glenmont House Tours can be purchased ONLY on the Recreation.gov website.
When booking your reservation, please remember all adults and children need tickets
There is a $1/ticket non-refundable reservation fee for all Rec."
edis,NJ,Thomas Edison National Historical Park,National Historical Park,40.78549896,-74.23821139,"lat:40.78549896, long:-74.23821139",5.0,Laboratory Complex Audio Tour - Credit or Debit Card only.,"Permits the use of the audio tour equipment for the day's visit. The tour has several options: a standard audio tour, family or children's versions, as well as numerous in-depth stops along the tour route. The standard tour is also available in German, Spanish, and Japanese, and serves to educate the visitor on the incredible history of the Thomas Edison labs."
